Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,concept:instance,lifecycle:transition,concept:name,responsible,department,group,channel
case-4891,T10 Determine necessity to stop indication - complete,Resource11,2010-12-29 10:24:01.310,Variant 1,1,Group 1,task-6149,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-4892,Confirmation of receipt - complete,Resource08,2010-12-30 12:50:56.125,Variant 4,4,EMPTY,task-5253,complete,Confirmation of receipt,Resource08,General,,Internet
case-4892,T02 Check confirmation of receipt - complete,Resource08,2010-12-30 12:51:36.433,Variant 4,4,EMPTY,task-6345,complete,T02 Check confirmation of receipt,Resource08,General,,Internet
case-4892,T06 Determine necessity of stop advice - complete,Resource08,2010-12-30 12:51:50.602,Variant 4,4,Group 1,task-6346,complete,T06 Determine necessity of stop advice,Resource08,General,,Internet
case-4892,T10 Determine necessity to stop indication - complete,Resource08,2010-12-30 13:02:05.943,Variant 4,4,Group 1,task-6348,complete,T10 Determine necessity to stop indication,Resource08,General,,Internet
case-4892,T04 Determine confirmation of receipt - complete,Resource10,2010-12-31 09:15:23.521,Variant 4,4,Group 3,task-6347,complete,T04 Determine confirmation of receipt,Resource08,General,,Internet
case-4892,T05 Print and send confirmation of receipt - complete,admin1,2010-12-31 11:28:32.972,Variant 4,4,Group 2,task-6389,complete,T05 Print and send confirmation of receipt,Resource08,General,,Internet
case-4895,Confirmation of receipt - complete,Resource02,2011-01-13 14:24:54.305,Variant 4,4,EMPTY,task-5266,complete,Confirmation of receipt,Resource02,General,,Internet
case-4895,T02 Check confirmation of receipt - complete,Resource02,2011-01-13 14:25:56.228,Variant 4,4,Group 4,task-8161,complete,T02 Check confirmation of receipt,Resource02,General,,Internet
case-4895,T06 Determine necessity of stop advice - complete,Resource02,2011-01-13 14:26:41.361,Variant 4,4,Group 1,task-8162,complete,T06 Determine necessity of stop advice,Resource02,General,,Internet
case-4895,T10 Determine necessity to stop indication - complete,Resource02,2011-01-13 14:27:01.109,Variant 4,4,Group 1,task-8164,complete,T10 Determine necessity to stop indication,Resource02,General,,Internet
case-4895,T04 Determine confirmation of receipt - complete,Resource10,2011-01-13 16:17:16.640,Variant 4,4,Group 3,task-8163,complete,T04 Determine confirmation of receipt,Resource02,General,,Internet
case-4895,T05 Print and send confirmation of receipt - complete,admin1,2011-01-18 09:53:21.844,Variant 4,4,Group 2,task-8226,complete,T05 Print and send confirmation of receipt,Resource02,General,,Internet
case-4896,Confirmation of receipt - complete,Resource07,2010-12-23 17:03:00.964,Variant 5,5,EMPTY,task-5267,complete,Confirmation of receipt,Resource07,General,,Internet
case-4896,T02 Check confirmation of receipt - complete,Resource19,2010-12-24 11:38:36.243,Variant 5,5,EMPTY,task-5557,complete,T02 Check confirmation of receipt,Resource07,General,,Internet
case-4896,T04 Determine confirmation of receipt - complete,Resource10,2010-12-24 12:02:37.237,Variant 5,5,Group 3,task-5629,complete,T04 Determine confirmation of receipt,Resource07,General,,Internet
case-4896,T06 Determine necessity of stop advice - complete,Resource07,2010-12-24 15:28:54.616,Variant 5,5,Group 1,task-5558,complete,T06 Determine necessity of stop advice,Resource07,General,,Internet
case-4896,T10 Determine necessity to stop indication - complete,Resource07,2010-12-24 15:36:10.435,Variant 5,5,Group 1,task-5732,complete,T10 Determine necessity to stop indication,Resource07,General,,Internet
case-4896,T05 Print and send confirmation of receipt - complete,Resource11,2010-12-28 10:02:48.526,Variant 5,5,Group 2,task-5638,complete,T05 Print and send confirmation of receipt,Resource07,General,,Internet
case-4897,Confirmation of receipt - complete,Resource08,2010-12-28 15:04:42.577,Variant 1,1,EMPTY,task-5268,complete,Confirmation of receipt,Resource08,General,,Internet
case-4897,T02 Check confirmation of receipt - complete,Resource08,2010-12-28 15:05:24.948,Variant 1,1,EMPTY,task-6081,complete,T02 Check confirmation of receipt,Resource08,General,,Internet
case-4897,T04 Determine confirmation of receipt - complete,Resource10,2010-12-28 16:13:58.317,Variant 1,1,Group 3,task-6083,complete,T04 Determine confirmation of receipt,Resource08,General,,Internet
case-4897,T05 Print and send confirmation of receipt - complete,Resource08,2011-01-10 08:47:24.236,Variant 1,1,EMPTY,task-6093,complete,T05 Print and send confirmation of receipt,Resource08,General,,Internet
case-4897,T06 Determine necessity of stop advice - complete,Resource08,2011-01-10 08:57:13.534,Variant 1,1,Group 1,task-6082,complete,T06 Determine necessity of stop advice,Resource08,General,,Internet
case-4897,T10 Determine necessity to stop indication - complete,Resource08,2011-01-10 09:26:08.390,Variant 1,1,Group 1,task-7370,complete,T10 Determine necessity to stop indication,Resource08,General,,Internet
case-4898,Confirmation of receipt - complete,Resource02,2011-01-13 15:48:54.503,Variant 5,5,EMPTY,task-5270,complete,Confirmation of receipt,Resource02,General,,Internet
case-4898,T02 Check confirmation of receipt - complete,Resource02,2011-01-13 15:49:37.672,Variant 5,5,EMPTY,task-8206,complete,T02 Check confirmation of receipt,Resource02,General,,Internet
case-4898,T04 Determine confirmation of receipt - complete,Resource10,2011-01-13 16:32:11.122,Variant 5,5,Group 3,task-8208,complete,T04 Determine confirmation of receipt,Resource02,General,,Internet
case-4898,T06 Determine necessity of stop advice - complete,Resource02,2011-01-13 17:07:14.033,Variant 5,5,Group 1,task-8207,complete,T06 Determine necessity of stop advice,Resource02,General,,Internet
case-4898,T10 Determine necessity to stop indication - complete,Resource02,2011-01-14 07:47:15.029,Variant 5,5,Group 1,task-8245,complete,T10 Determine necessity to stop indication,Resource02,General,,Internet
case-4898,T05 Print and send confirmation of receipt - complete,admin1,2011-01-14 09:52:11.811,Variant 5,5,Group 2,task-8243,complete,T05 Print and send confirmation of receipt,Resource02,General,,Internet
case-4899,Confirmation of receipt - complete,Resource07,2010-12-23 17:07:44.891,Variant 5,5,EMPTY,task-5271,complete,Confirmation of receipt,Resource07,General,,Internet
case-4899,T02 Check confirmation of receipt - complete,Resource19,2010-12-24 11:34:58.337,Variant 5,5,EMPTY,task-5559,complete,T02 Check confirmation of receipt,Resource07,General,,Internet
case-4899,T04 Determine confirmation of receipt - complete,Resource10,2010-12-24 12:00:23.682,Variant 5,5,Group 3,task-5627,complete,T04 Determine confirmation of receipt,Resource07,General,,Internet
case-4899,T06 Determine necessity of stop advice - complete,Resource07,2010-12-24 15:43:11.974,Variant 5,5,Group 1,task-5560,complete,T06 Determine necessity of stop advice,Resource07,General,,Internet
case-4899,T10 Determine necessity to stop indication - complete,Resource07,2010-12-24 15:45:07.747,Variant 5,5,Group 1,task-5746,complete,T10 Determine necessity to stop indication,Resource07,General,,Internet
case-4899,T05 Print and send confirmation of receipt - complete,Resource11,2010-12-29 11:24:54.895,Variant 5,5,Group 2,task-5636,complete,T05 Print and send confirmation of receipt,Resource07,General,,Internet
case-4900,Confirmation of receipt - complete,Resource07,2010-12-23 16:59:56.008,Variant 1,1,EMPTY,task-5272,complete,Confirmation of receipt,Resource11,General,,Internet
case-4900,T02 Check confirmation of receipt - complete,Resource19,2010-12-24 10:09:05.143,Variant 1,1,EMPTY,task-5555,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-4900,T04 Determine confirmation of receipt - complete,Resource10,2010-12-24 10:13:56.270,Variant 1,1,Group 3,task-5586,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-4900,T05 Print and send confirmation of receipt - complete,Resource11,2010-12-28 08:30:29.179,Variant 1,1,Group 2,task-5592,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-4900,T06 Determine necessity of stop advice - complete,Resource11,2010-12-28 08:32:38.344,Variant 1,1,Group 1,task-5556,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-4900,T10 Determine necessity to stop indication - complete,Resource11,2010-12-28 08:33:01.592,Variant 1,1,Group 1,task-5957,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-4901,Confirmation of receipt - complete,Resource05,2011-01-03 11:12:15.095,Variant 4,4,EMPTY,task-5276,complete,Confirmation of receipt,Resource05,General,,Internet
case-4901,T02 Check confirmation of receipt - complete,Resource05,2011-01-03 11:14:02.661,Variant 4,4,Group 4,task-6503,complete,T02 Check confirmation of receipt,Resource05,General,,Internet
case-4901,T06 Determine necessity of stop advice - complete,Resource05,2011-01-03 11:18:15.118,Variant 4,4,Group 1,task-6504,complete,T06 Determine necessity of stop advice,Resource05,General,,Internet
case-4901,T10 Determine necessity to stop indication - complete,Resource05,2011-01-03 11:18:59.517,Variant 4,4,Group 1,task-6511,complete,T10 Determine necessity to stop indication,Resource05,General,,Internet
case-4901,T04 Determine confirmation of receipt - complete,Resource05,2011-01-03 11:36:07.703,Variant 4,4,Group 3,task-6509,complete,T04 Determine confirmation of receipt,Resource05,General,,Internet
case-4901,T05 Print and send confirmation of receipt - complete,Resource05,2011-01-03 11:39:13.388,Variant 4,4,Group 2,task-6524,complete,T05 Print and send confirmation of receipt,Resource05,General,,Internet
case-4902,Confirmation of receipt - complete,Resource07,2010-12-27 09:56:41.044,Variant 2,2,EMPTY,task-5281,complete,Confirmation of receipt,Resource07,General,,Internet
case-4902,T06 Determine necessity of stop advice - complete,Resource07,2010-12-27 09:57:11.887,Variant 2,2,Group 1,task-5822,complete,T06 Determine necessity of stop advice,Resource07,General,,Internet
case-4902,T10 Determine necessity to stop indication - complete,Resource07,2010-12-27 09:57:34.660,Variant 2,2,Group 1,task-5824,complete,T10 Determine necessity to stop indication,Resource07,General,,Internet
case-4902,T02 Check confirmation of receipt - complete,Resource10,2010-12-27 10:03:26.385,Variant 2,2,Group 4,task-5821,complete,T02 Check confirmation of receipt,Resource07,General,,Internet
case-4902,T04 Determine confirmation of receipt - complete,Resource10,2010-12-27 10:03:40.607,Variant 2,2,Group 3,task-5833,complete,T04 Determine confirmation of receipt,Resource07,General,,Internet
case-4902,T05 Print and send confirmation of receipt - complete,Resource11,2010-12-28 08:13:40.017,Variant 2,2,EMPTY,task-5834,complete,T05 Print and send confirmation of receipt,Resource07,General,,Internet
case-4903,Confirmation of receipt - complete,Resource15,2011-01-04 11:24:04.105,Variant 1,1,EMPTY,task-5289,complete,Confirmation of receipt,Resource35,General,,Internet
case-4903,T02 Check confirmation of receipt - complete,Resource10,2011-01-04 16:42:52.586,Variant 1,1,Group 4,task-6676,complete,T02 Check confirmation of receipt,Resource35,General,,Internet
case-4903,T04 Determine confirmation of receipt - complete,Resource10,2011-01-04 16:43:11.086,Variant 1,1,Group 3,task-6737,complete,T04 Determine confirmation of receipt,Resource35,General,,Internet
case-4903,T05 Print and send confirmation of receipt - complete,admin1,2011-01-07 11:55:07.330,Variant 1,1,Group 2,task-6739,complete,T05 Print and send confirmation of receipt,Resource35,General,,Internet
case-4903,T06 Determine necessity of stop advice - complete,Resource35,2011-01-12 16:56:06.080,Variant 1,1,Group 1,task-6677,complete,T06 Determine necessity of stop advice,Resource35,General,,Internet
case-4903,T10 Determine necessity to stop indication - complete,admin2,2011-02-09 09:28:46.539,Variant 1,1,Group 1,task-7961,complete,T10 Determine necessity to stop indication,Resource35,General,,Internet
case-4920,Confirmation of receipt - complete,Resource15,2011-01-12 14:45:57.475,Variant 1,1,EMPTY,task-5402,complete,Confirmation of receipt,Resource15,General,,Post
case-4920,T02 Check confirmation of receipt - complete,Resource10,2011-01-13 11:15:12.572,Variant 1,1,Group 4,task-7937,complete,T02 Check confirmation of receipt,Resource15,General,,Post
case-4920,T04 Determine confirmation of receipt - complete,Resource10,2011-01-13 11:15:33.108,Variant 1,1,Group 3,task-8087,complete,T04 Determine confirmation of receipt,Resource15,General,,Post
case-4920,T05 Print and send confirmation of receipt - complete,admin1,2011-01-18 09:40:48.568,Variant 1,1,Group 2,task-8088,complete,T05 Print and send confirmation of receipt,Resource15,General,,Post
case-4920,T06 Determine necessity of stop advice - complete,Resource15,2011-01-24 08:59:58.170,Variant 1,1,Group 1,task-7938,complete,T06 Determine necessity of stop advice,Resource15,General,,Post
case-4920,T10 Determine necessity to stop indication - complete,Resource15,2011-01-24 09:00:21.103,Variant 1,1,Group 1,task-9278,complete,T10 Determine necessity to stop indication,Resource15,General,,Post
case-4922,Confirmation of receipt - complete,Resource02,2011-01-17 11:08:48.046,Variant 5,5,EMPTY,task-5410,complete,Confirmation of receipt,Resource02,General,,Post
case-4922,T02 Check confirmation of receipt - complete,Resource02,2011-01-17 11:09:50.532,Variant 5,5,EMPTY,task-8559,complete,T02 Check confirmation of receipt,Resource02,General,,Post
case-4922,T04 Determine confirmation of receipt - complete,Resource10,2011-01-17 11:58:20.624,Variant 5,5,Group 3,task-8561,complete,T04 Determine confirmation of receipt,Resource02,General,,Post
case-4922,T06 Determine necessity of stop advice - complete,Resource02,2011-01-18 08:41:58.518,Variant 5,5,Group 1,task-8560,complete,T06 Determine necessity of stop advice,Resource02,General,,Post
case-4922,T10 Determine necessity to stop indication - complete,Resource02,2011-01-18 08:42:16.927,Variant 5,5,Group 1,task-8703,complete,T10 Determine necessity to stop indication,Resource02,General,,Post
case-4922,T05 Print and send confirmation of receipt - complete,admin1,2011-01-18 10:12:55.742,Variant 5,5,Group 2,task-8585,complete,T05 Print and send confirmation of receipt,Resource02,General,,Post
case-4923,Confirmation of receipt - complete,Resource02,2011-01-17 11:50:08.510,Variant 24,24,EMPTY,task-5411,complete,Confirmation of receipt,Resource02,General,,Post
case-4923,T02 Check confirmation of receipt - complete,Resource02,2011-01-17 11:50:56.307,Variant 24,24,EMPTY,task-8573,complete,T02 Check confirmation of receipt,Resource02,General,,Post
case-4923,T04 Determine confirmation of receipt - complete,Resource10,2011-01-17 12:08:19.897,Variant 24,24,Group 3,task-8575,complete,T04 Determine confirmation of receipt,Resource02,General,,Post
